,pm10,pm25,so2,co,o3,no2,categori
0,0.14024390243902443,0.24844720496894412,0.3375,0.09756097560975613,0.1608391608391609,0.16129032258064518,1
1,0.07317073170731708,0.20496894409937888,0.3125,0.12195121951219512,0.27272727272727276,0.06451612903225809,2
2,0.17682926829268292,0.27950310559006214,0.2875000000000001,0.12195121951219512,0.2237762237762238,0.16129032258064518,1
3,0.09146341463414634,0.21739130434782605,0.275,0.048780487804878064,0.16783216783216787,0.06451612903225809,2
4,0.14024390243902443,0.24844720496894412,0.275,0.09756097560975613,0.1608391608391609,0.09677419354838712,1
5,0.15853658536585366,0.27950310559006214,0.26250000000000007,0.2682926829268293,0.2657342657342658,0.16129032258064518,1
6,0.12195121951219515,0.21118012422360244,0.24999999999999994,0.09756097560975613,0.21678321678321677,0.11290322580645165,2
7,0.13414634146341467,0.25465838509316774,0.30000000000000004,0.3414634146341463,0.06293706293706294,0.11290322580645165,1
8,0.1951219512195122,0.2981366459627329,0.175,0.6097560975609757,0.09790209790209789,0.14516129032258068,1
9,0.04878048780487805,0.07453416149068326,0.175,0.21951219512195122,0.17482517482517484,0.08064516129032259,2
10,0.14024390243902443,0.25465838509316774,0.1875,0.29268292682926833,0.13286713286713286,0.11290322580645165,1
11,0.0853658536585366,0.22981366459627328,0.22500000000000003,0.24390243902439027,0.1258741258741259,0.1935483870967742,2
12,0.11585365853658539,0.1925465838509317,0.1875,0.2682926829268293,0.08391608391608393,0.09677419354838712,2
13,0.1280487804878049,0.2732919254658385,0.16250000000000003,0.3170731707317074,0.1258741258741259,0.16129032258064518,1
14,0.16463414634146342,0.30434782608695654,0.15000000000000002,0.3170731707317074,0.16783216783216787,0.14516129032258068,1
15,0.22560975609756095,0.37267080745341613,0.16250000000000003,0.36585365853658536,0.11888111888111891,0.1774193548387097,1
16,0.22560975609756095,0.36024844720496896,0.1875,0.3170731707317074,0.1258741258741259,0.1774193548387097,1
17,0.1524390243902439,0.2422360248447205,0.175,0.21951219512195122,0.1258741258741259,0.14516129032258068,1
18,0.0975609756097561,0.17391304347826086,0.1375,0.24390243902439027,0.11888111888111891,0.14516129032258068,2
19,0.12195121951219515,0.13043478260869568,0.12499999999999999,0.24390243902439027,0.09790209790209789,0.16129032258064518,2
20,0.17073170731707316,0.23602484472049695,0.1375,0.29268292682926833,0.13986013986013984,0.1935483870967742,1
21,0.20731707317073172,0.31055900621118016,0.15000000000000002,0.29268292682926833,0.13986013986013984,0.1935483870967742,1
22,0.34756097560975613,0.5900621118012422,0.15000000000000002,1.0,0.2517482517482517,0.27419354838709675,0
23,0.10975609756097562,0.21739130434782605,0.12499999999999999,0.29268292682926833,0.1048951048951049,0.11290322580645165,2
24,0.25,0.4285714285714286,0.1375,0.6585365853658537,0.37762237762237766,0.1935483870967742,1
25,0.22560975609756095,0.35403726708074534,0.15000000000000002,0.41463414634146345,0.13986013986013984,0.16129032258064518,1
26,0.030487804878048794,0.043478260869565216,0.1375,0.19512195121951223,0.07692307692307693,0.08064516129032259,2
27,0.07317073170731708,0.17391304347826086,0.15000000000000002,0.3902439024390244,0.06293706293706294,0.12903225806451613,2
28,0.09146341463414634,0.24844720496894412,0.175,0.36585365853658536,0.1118881118881119,0.12903225806451613,1
29,0.07317073170731708,0.14906832298136646,0.1375,0.3414634146341463,0.1118881118881119,0.14516129032258068,2
30,0.1280487804878049,0.23602484472049695,0.1375,0.3414634146341463,0.1258741258741259,0.11290322580645165,1
31,0.14024390243902443,0.27950310559006214,0.0,0.21951219512195122,0.3986013986013986,0.04838709677419356,1
32,0.2195121951219512,0.3354037267080746,0.12499999999999999,0.6097560975609757,0.5034965034965035,0.14516129032258068,1
